The configuration settings in the file kiarash_sandbox/confs/conf_train_cpc_model.py:

max_epochs = 1000
patience = 100
dropout = 0.1
batch_size = 32
learning_rate = 2e-4
num_frames_encoding = 100
future_predicted_timesteps = [1, 2, 3, 4]
train_model = 1
test_model = 1
rand_init = 0
load_model = 0
save_best_model = 1
print_conf_contents = 1
encoder_name = 'CPC_encoder'
autoregressive_model_name = 'CPC_autoregressive_model'
postnet_name = 'CPC_postnet'
rnn_models_used_in_ar_model = 0
dataset_name = 'CPCDataset'
loss_name = 'CPC_loss_no_classes' # 'CPC_loss_no_classes' | 'CPC_mse_loss'
loss_flag = 'nce' if loss_name == 'CPC_loss_no_classes' else 'mse'
loss_params = {'future_predicted_timesteps': future_predicted_timesteps}
optimization_algorithm = 'Adam'
optimization_algorithm_params = {'lr': learning_rate}
use_lr_scheduler = 0
lr_scheduler = 'ReduceLROnPlateau'
lr_scheduler_params = {'mode': 'min',
                       'factor': 0.5,
                       'patience': 30}
encoder_params = {'linear_1_input_dim': 128,
                  'linear_1_output_dim': 128,
                  'linear_2_input_dim': 128,
                  'linear_2_output_dim': 128,
                  'linear_3_input_dim': 128,
                  'linear_3_output_dim': 128,
                  'normalization_type': None,
                  'dropout': dropout}
ar_model_params = {'type': 'gru',
                   'encoding_dim': 128,
                   'output_dim': 128}
w_params = {'encoding_dim': 128,
            'ar_model_output_dim': 128,
            'future_predicted_timesteps': future_predicted_timesteps,
            'detach': False}
w_use_ldm_params = 0
encoder_best_model_name = f"kiarash_sandbox/models/CPC_Encoder_best_model_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}.pt"
ar_best_model_name = f"kiarash_sandbox/models/CPC_AR_best_model_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}.pt"
w_best_model_name = f"kiarash_sandbox/models/W_best_model_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}.pt"
params_train = {'batch_size': batch_size,
                'shuffle': True,
                'drop_last': True,
                'num_workers': 0,
                'pin_memory': False}
params_test = {'batch_size': batch_size,
               'shuffle': False,
               'drop_last': True}
name_of_log_textfile = f"kiarash_sandbox/logs/trainlog_{ar_model_params['type']}_ldmfcst{w_use_ldm_params}.txt"

########################################################################################



Process on cuda

Number of parameters:
Encoder #params:    49536 (%23.1)
AR #params:         99072 (%46.3)
W #params:          65536 (%30.6)
Total #params:  214144

Starting training...
Epoch: 0001 | Mean training loss: 331.0924 | Mean validation loss: 326.4733 (lowest: 326.4733) | training acc: 26.1364% | validation acc : 11.7188% | Duration:  4.5635 seconds
Epoch: 0054 | Mean training loss: 16.2606 | Mean validation loss: 11.1429 (lowest: 11.1429) | training acc: 78.6932% | validation acc : 57.0312% | Duration:  4.6817 seconds
Epoch: 0055 | Mean training loss: 15.7355 | Mean validation loss: 10.9991 (lowest: 10.9991) | training acc: 78.5511% | validation acc : 58.5938% | Duration:  5.5189 seconds
Epoch: 0056 | Mean training loss: 15.7927 | Mean validation loss: 10.8476 (lowest: 10.8476) | training acc: 77.6989% | validation acc : 54.6875% | Duration:  6.7844 seconds
Epoch: 0057 | Mean training loss: 15.0710 | Mean validation loss: 10.7501 (lowest: 10.7501) | training acc: 77.9830% | validation acc : 57.0312% | Duration:  7.9964 seconds
Epoch: 0058 | Mean training loss: 14.8989 | Mean validation loss: 10.5807 (lowest: 10.5807) | training acc: 77.2727% | validation acc : 56.2500% | Duration:  6.8064 seconds
Epoch: 0059 | Mean training loss: 15.3427 | Mean validation loss: 10.4461 (lowest: 10.4461) | training acc: 77.5568% | validation acc : 54.6875% | Duration: 10.4909 seconds
Epoch: 0060 | Mean training loss: 14.9519 | Mean validation loss: 10.3395 (lowest: 10.3395) | training acc: 77.8409% | validation acc : 58.5938% | Duration:  7.9233 seconds
Epoch: 0061 | Mean training loss: 14.8751 | Mean validation loss: 10.1960 (lowest: 10.1960) | training acc: 77.8409% | validation acc : 58.5938% | Duration:  8.8755 seconds
Epoch: 0062 | Mean training loss: 14.9275 | Mean validation loss: 10.0927 (lowest: 10.0927) | training acc: 76.9886% | validation acc : 58.5938% | Duration:  7.8441 seconds
Epoch: 0063 | Mean training loss: 14.7075 | Mean validation loss:  9.9361 (lowest:  9.9361) | training acc: 77.2727% | validation acc : 58.5938% | Duration:  7.7275 seconds
Epoch: 0064 | Mean training loss: 14.7081 | Mean validation loss:  9.8844 (lowest:  9.8844) | training acc: 77.4148% | validation acc : 59.3750% | Duration:  9.0532 seconds
Epoch: 0065 | Mean training loss: 14.6595 | Mean validation loss:  9.7017 (lowest:  9.7017) | training acc: 77.6989% | validation acc : 58.5938% | Duration: 10.3376 seconds
Epoch: 0066 | Mean training loss: 14.0958 | Mean validation loss:  9.6012 (lowest:  9.6012) | training acc: 77.1307% | validation acc : 57.8125% | Duration:  9.0080 seconds
Epoch: 0067 | Mean training loss: 14.2109 | Mean validation loss:  9.4510 (lowest:  9.4510) | training acc: 77.4148% | validation acc : 63.2812% | Duration:  8.0820 seconds
Epoch: 0068 | Mean training loss: 13.7629 | Mean validation loss:  9.3775 (lowest:  9.3775) | training acc: 77.9830% | validation acc : 61.7188% | Duration:  6.2616 seconds
Epoch: 0069 | Mean training loss: 13.9189 | Mean validation loss:  9.2326 (lowest:  9.2326) | training acc: 76.8466% | validation acc : 59.3750% | Duration:  8.5911 seconds
Epoch: 0070 | Mean training loss: 14.0859 | Mean validation loss:  9.1224 (lowest:  9.1224) | training acc: 78.2670% | validation acc : 60.9375% | Duration:  8.8538 seconds
Epoch: 0071 | Mean training loss: 13.4309 | Mean validation loss:  8.9702 (lowest:  8.9702) | training acc: 77.8409% | validation acc : 60.1562% | Duration:  8.7332 seconds
Epoch: 0072 | Mean training loss: 12.9994 | Mean validation loss:  8.7704 (lowest:  8.7704) | training acc: 78.6932% | validation acc : 60.9375% | Duration:  9.5461 seconds
Epoch: 0073 | Mean training loss: 13.3825 | Mean validation loss:  8.4346 (lowest:  8.4346) | training acc: 77.9830% | validation acc : 60.9375% | Duration:  8.5939 seconds
Epoch: 0074 | Mean training loss: 12.6059 | Mean validation loss:  8.3624 (lowest:  8.3624) | training acc: 77.8409% | validation acc : 60.9375% | Duration:  9.5953 seconds
Epoch: 0075 | Mean training loss: 12.5483 | Mean validation loss:  8.2105 (lowest:  8.2105) | training acc: 79.4034% | validation acc : 63.2812% | Duration:  9.7194 seconds
Epoch: 0076 | Mean training loss: 11.9610 | Mean validation loss:  8.0170 (lowest:  8.0170) | training acc: 78.8352% | validation acc : 60.9375% | Duration:  9.2905 seconds
Epoch: 0077 | Mean training loss: 11.8022 | Mean validation loss:  7.7262 (lowest:  7.7262) | training acc: 78.6932% | validation acc : 61.7188% | Duration:  8.1090 seconds
Epoch: 0078 | Mean training loss: 11.5765 | Mean validation loss:  7.5488 (lowest:  7.5488) | training acc: 79.6875% | validation acc : 63.2812% | Duration:  8.7052 seconds
Epoch: 0079 | Mean training loss: 11.5232 | Mean validation loss:  7.3840 (lowest:  7.3840) | training acc: 79.5455% | validation acc : 60.9375% | Duration:  6.8999 seconds
Epoch: 0080 | Mean training loss: 11.0597 | Mean validation loss:  7.2826 (lowest:  7.2826) | training acc: 80.8239% | validation acc : 64.0625% | Duration:  9.6880 seconds
Epoch: 0081 | Mean training loss: 10.6866 | Mean validation loss:  7.1364 (lowest:  7.1364) | training acc: 78.8352% | validation acc : 62.5000% | Duration:  9.3132 seconds
Epoch: 0082 | Mean training loss: 10.9059 | Mean validation loss:  6.9975 (lowest:  6.9975) | training acc: 78.1250% | validation acc : 60.9375% | Duration:  9.6542 seconds
Epoch: 0083 | Mean training loss: 10.4953 | Mean validation loss:  6.9026 (lowest:  6.9026) | training acc: 79.1193% | validation acc : 60.9375% | Duration:  8.0235 seconds
Epoch: 0084 | Mean training loss: 10.2879 | Mean validation loss:  6.8256 (lowest:  6.8256) | training acc: 78.9773% | validation acc : 63.2812% | Duration:  9.1649 seconds
Epoch: 0085 | Mean training loss: 10.2188 | Mean validation loss:  6.7235 (lowest:  6.7235) | training acc: 78.9773% | validation acc : 60.1562% | Duration: 10.0181 seconds
Epoch: 0086 | Mean training loss: 10.3871 | Mean validation loss:  6.6420 (lowest:  6.6420) | training acc: 79.6875% | validation acc : 59.3750% | Duration:  8.6940 seconds
Epoch: 0087 | Mean training loss: 10.1597 | Mean validation loss:  6.5517 (lowest:  6.5517) | training acc: 78.4091% | validation acc : 60.1562% | Duration: 10.5144 seconds
Epoch: 0088 | Mean training loss:  9.6179 | Mean validation loss:  6.5161 (lowest:  6.5161) | training acc: 79.2614% | validation acc : 60.9375% | Duration:  8.8041 seconds
Epoch: 0089 | Mean training loss:  9.9930 | Mean validation loss:  6.4656 (lowest:  6.4656) | training acc: 80.6818% | validation acc : 59.3750% | Duration:  8.9627 seconds
Epoch: 0090 | Mean training loss:  9.4654 | Mean validation loss:  6.3886 (lowest:  6.3886) | training acc: 79.8295% | validation acc : 58.5938% | Duration:  8.6801 seconds
Epoch: 0091 | Mean training loss: 10.0229 | Mean validation loss:  6.3100 (lowest:  6.3100) | training acc: 79.1193% | validation acc : 59.3750% | Duration:  9.8828 seconds
Epoch: 0092 | Mean training loss:  9.7761 | Mean validation loss:  6.2662 (lowest:  6.2662) | training acc: 79.5455% | validation acc : 60.1562% | Duration:  8.8680 seconds
Epoch: 0093 | Mean training loss:  9.3494 | Mean validation loss:  6.2411 (lowest:  6.2411) | training acc: 78.9773% | validation acc : 59.3750% | Duration:  7.1228 seconds
Epoch: 0094 | Mean training loss:  9.6790 | Mean validation loss:  6.1664 (lowest:  6.1664) | training acc: 79.6875% | validation acc : 60.9375% | Duration:  9.2774 seconds
Epoch: 0095 | Mean training loss:  9.5026 | Mean validation loss:  6.1511 (lowest:  6.1511) | training acc: 79.4034% | validation acc : 59.3750% | Duration:  9.5869 seconds
Epoch: 0096 | Mean training loss:  9.4431 | Mean validation loss:  6.1127 (lowest:  6.1127) | training acc: 79.6875% | validation acc : 57.8125% | Duration:  6.9195 seconds
Epoch: 0097 | Mean training loss:  9.4232 | Mean validation loss:  6.0819 (lowest:  6.0819) | training acc: 80.2557% | validation acc : 59.3750% | Duration:  8.2257 seconds
Epoch: 0098 | Mean training loss:  9.1663 | Mean validation loss:  6.0084 (lowest:  6.0084) | training acc: 78.9773% | validation acc : 57.8125% | Duration:  9.3944 seconds
Epoch: 0099 | Mean training loss:  8.9707 | Mean validation loss:  5.9173 (lowest:  5.9173) | training acc: 79.5455% | validation acc : 56.2500% | Duration:  8.1505 seconds
Epoch: 0100 | Mean training loss:  8.9691 | Mean validation loss:  5.8988 (lowest:  5.8988) | training acc: 80.8239% | validation acc : 58.5938% | Duration:  9.6175 seconds
Epoch: 0101 | Mean training loss:  8.6261 | Mean validation loss:  5.7921 (lowest:  5.7921) | training acc: 79.9716% | validation acc : 56.2500% | Duration:  8.4051 seconds
Epoch: 0102 | Mean training loss:  8.9119 | Mean validation loss:  5.7362 (lowest:  5.7362) | training acc: 79.1193% | validation acc : 58.5938% | Duration:  8.0324 seconds
Epoch: 0103 | Mean training loss:  8.6461 | Mean validation loss:  5.7509 (lowest:  5.7362) | training acc: 79.9716% | validation acc : 57.0312% | Duration:  8.2226 seconds
Epoch: 0104 | Mean training loss:  9.1217 | Mean validation loss:  5.6659 (lowest:  5.6659) | training acc: 79.4034% | validation acc : 55.4688% | Duration:  8.5759 seconds
Epoch: 0105 | Mean training loss:  8.9301 | Mean validation loss:  5.6458 (lowest:  5.6458) | training acc: 78.8352% | validation acc : 56.2500% | Duration:  8.0212 seconds
Epoch: 0106 | Mean training loss:  8.8092 | Mean validation loss:  5.6872 (lowest:  5.6458) | training acc: 79.5455% | validation acc : 57.8125% | Duration:  8.9029 seconds
Epoch: 0107 | Mean training loss:  9.0046 | Mean validation loss:  5.5930 (lowest:  5.5930) | training acc: 80.5398% | validation acc : 56.2500% | Duration:  7.9429 seconds
Epoch: 0108 | Mean training loss:  8.3331 | Mean validation loss:  5.5419 (lowest:  5.5419) | training acc: 79.2614% | validation acc : 55.4688% | Duration:  7.9694 seconds
Epoch: 0109 | Mean training loss:  8.7465 | Mean validation loss:  5.5803 (lowest:  5.5419) | training acc: 80.2557% | validation acc : 54.6875% | Duration:  7.6756 seconds
Epoch: 0110 | Mean training loss:  8.7887 | Mean validation loss:  5.5077 (lowest:  5.5077) | training acc: 80.3977% | validation acc : 57.0312% | Duration:  7.6377 seconds
Epoch: 0111 | Mean training loss:  8.0863 | Mean validation loss:  5.4569 (lowest:  5.4569) | training acc: 78.8352% | validation acc : 56.2500% | Duration:  9.5598 seconds
Epoch: 0112 | Mean training loss:  8.5634 | Mean validation loss:  5.4018 (lowest:  5.4018) | training acc: 79.2614% | validation acc : 56.2500% | Duration:  9.1575 seconds
Epoch: 0113 | Mean training loss:  8.0615 | Mean validation loss:  5.4047 (lowest:  5.4018) | training acc: 79.4034% | validation acc : 57.8125% | Duration:  8.8636 seconds
Epoch: 0114 | Mean training loss:  7.9784 | Mean validation loss:  5.3815 (lowest:  5.3815) | training acc: 80.2557% | validation acc : 59.3750% | Duration:  8.7860 seconds
Epoch: 0115 | Mean training loss:  8.1309 | Mean validation loss:  5.3128 (lowest:  5.3128) | training acc: 78.9773% | validation acc : 56.2500% | Duration:  9.4559 seconds
Epoch: 0116 | Mean training loss:  8.1228 | Mean validation loss:  5.3038 (lowest:  5.3038) | training acc: 80.3977% | validation acc : 59.3750% | Duration:  8.4653 seconds
Epoch: 0117 | Mean training loss:  8.4115 | Mean validation loss:  5.2801 (lowest:  5.2801) | training acc: 79.8295% | validation acc : 58.5938% | Duration:  8.4936 seconds
Epoch: 0118 | Mean training loss:  8.0505 | Mean validation loss:  5.2964 (lowest:  5.2801) | training acc: 79.8295% | validation acc : 60.1562% | Duration:  7.5748 seconds
Epoch: 0119 | Mean training loss:  7.9557 | Mean validation loss:  5.2473 (lowest:  5.2473) | training acc: 80.9659% | validation acc : 57.0312% | Duration:  9.0086 seconds
Epoch: 0120 | Mean training loss:  7.9120 | Mean validation loss:  5.2621 (lowest:  5.2473) | training acc: 80.9659% | validation acc : 59.3750% | Duration:  9.5742 seconds
Epoch: 0121 | Mean training loss:  7.8670 | Mean validation loss:  5.1990 (lowest:  5.1990) | training acc: 80.2557% | validation acc : 58.5938% | Duration:  7.6373 seconds
Epoch: 0122 | Mean training loss:  7.8615 | Mean validation loss:  5.1710 (lowest:  5.1710) | training acc: 81.1080% | validation acc : 57.0312% | Duration:  8.3803 seconds
Epoch: 0123 | Mean training loss:  7.8725 | Mean validation loss:  5.1800 (lowest:  5.1710) | training acc: 80.1136% | validation acc : 56.2500% | Duration:  8.1432 seconds
Epoch: 0124 | Mean training loss:  8.0208 | Mean validation loss:  5.1709 (lowest:  5.1709) | training acc: 80.1136% | validation acc : 57.0312% | Duration:  7.6157 seconds
Epoch: 0125 | Mean training loss:  7.9006 | Mean validation loss:  5.1679 (lowest:  5.1679) | training acc: 80.5398% | validation acc : 57.8125% | Duration:  8.5482 seconds
Epoch: 0126 | Mean training loss:  7.8200 | Mean validation loss:  5.1832 (lowest:  5.1679) | training acc: 79.9716% | validation acc : 56.2500% | Duration:  9.1717 seconds
Epoch: 0127 | Mean training loss:  7.5756 | Mean validation loss:  5.1792 (lowest:  5.1679) | training acc: 79.8295% | validation acc : 57.0312% | Duration:  8.3075 seconds
Epoch: 0128 | Mean training loss:  7.7615 | Mean validation loss:  5.1559 (lowest:  5.1559) | training acc: 79.8295% | validation acc : 57.8125% | Duration:  9.6439 seconds
Epoch: 0129 | Mean training loss:  7.8808 | Mean validation loss:  5.0483 (lowest:  5.0483) | training acc: 79.4034% | validation acc : 58.5938% | Duration:  7.8999 seconds
Epoch: 0130 | Mean training loss:  7.6321 | Mean validation loss:  5.0406 (lowest:  5.0406) | training acc: 79.2614% | validation acc : 56.2500% | Duration:  6.9815 seconds
Epoch: 0131 | Mean training loss:  7.4283 | Mean validation loss:  4.9919 (lowest:  4.9919) | training acc: 79.4034% | validation acc : 56.2500% | Duration:  7.6755 seconds
Epoch: 0132 | Mean training loss:  7.3701 | Mean validation loss:  4.9441 (lowest:  4.9441) | training acc: 79.5455% | validation acc : 54.6875% | Duration:  9.3117 seconds
